map_acc	map_name	map_start	map_stop	feature_acc	feature_name	feature_aliases	feature_start	feature_stop	feature_type_acc	is_landmark
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_h2_13n1d	h2_13n1d		3.3	3.3	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_CYS	CYS		47.7	47.7	CAPS	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_DK224R	DK224R	A235,pA235	2.2	2.2	CAPS	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_h2_1p4a	h2_1p4a		2.2	2.2	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_004H05	004H05		53.3	53.3	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_PPGM	PPGM		47.1	47.1	CAPS	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_h2_166j21a	h2_166j21a		3.6	3.6	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_Mtab_58m19b	Mtab_58m19b		51.8	51.8	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_004E09	004E09	004E09_F,mt024f15,mt_24f15,mtgsp_004e09	51.1	51.1	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_DK225L	DK225L	A235,pA235	2.2	2.2	CAPS	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_003E07	003E07	003E07_F,mt003e07,mt_003e07,mtgsp_003e07,mtgsp_003e07(2)	65.5	65.5	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_006G02	006G02		64.2	64.2	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_h2_5c24e	h2_5c24e		63.2	63.2	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_h2_136b23a	h2_136b23a		59.8	59.8	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_005E09	005E09	005E09_1,mtgsp_005e09,mth2-16e16	61	61	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_001D08	001D08	001D08_M,h2_23f15h,h_023f15,mtgsp_001d08	2.2	2.2	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_001B11	001B11		47.7	47.7	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_h2_70c24b	h2_70c24b		60	60	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_AL387856	AL387856		8.1	8.1	Marker	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_AW697393	AW697393		50.4	50.4	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_001H02	001H02	001H02_F,mt062g18,mt_62g18,mtgsp_001h02	5.1	5.1	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_001F09	001F09	001F09_3,mt030b20,mtgsp_001f09,mth2-30b20	49.1	49.1	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_DK287R	DK287R	K390,pK390	49.7	49.7	CAPS	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_MTIC40	MTIC40		50.1	50.1	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_h2_8n13a	h2_8n13a	a_008n13	18.9	18.9	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_h2_48m18b	h2_48m18b		3.6	3.6	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_005C07	005C07	005C07_1,mt011i16,mtgsp_005c07,mth2-11i16	2.9	2.9	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_001A08	001A08	001A08_H,mtgsp_001a08	3.6	3.6	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_003A06	003A06	003A06_F,mt027n04,mt_27n04,mtgsp_003a06,mtgsp_003a06(2)	50.4	50.4	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_h2_154h8e	h2_154h8e		46.1	46.1	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_h2_16n21f	h2_16n21f		11.2	11.2	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_005E05	005E05		65.5	65.5	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_h2_9l7d	h2_9l7d		42.4	42.4	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_h2_6j14a	h2_6j14a		53.3	53.3	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_h2_128d9e	h2_128d9e		0	0	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_002E01	002E01		2.9	2.9	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_h2_30n12a	h2_30n12a		21.7	21.7	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_007D12	007D12		10.6	10.6	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_h2_19l15a	h2_19l15a		53.3	53.3	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_h2_5f17a	h2_5f17a	a_005f17	21.1	21.1	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_AL374644	AL374644		63.2	63.2	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_h2_36p20b	h2_36p20b		49.7	49.7	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_003B11	003B11	003B11_F,mt003b11,mt_003b11,mtgsp_003b11,mtgsp_003b11(2)	59.4	59.4	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_RNAH	RNAH		47.7	47.7	CAPS	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_h2_18a1L	h2_18a1L	004B02	18.1	18.1	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_005F05	005F05		63.2	63.2	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_001H04	001H04		55.5	55.5	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_005D07	005D07	005D07_3,mt017d15,mtgsp_005d07,mth2-17d15	62.5	62.5	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_mtab_52g10c	mtab_52g10c		50.4	50.4	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_h2_29a5a	h2_29a5a		63.2	63.2	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_BE321920	BE321920		59.1	59.1	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_h2_26c3a	h2_26c3a		60.3	60.3	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_UDPGD	UDPGD		3.6	3.6	CAPS	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_DK348L	DK348L	A572,pA572	22.6	22.6	CAPS	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_002G01	002G01	002G01_F,mtgsp_002g01,mtgsp_002g01(2),mtgsp_002g01(3)	18.9	18.9	CAPS	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_h2_81g19a	h2_81g19a		56.1	56.1	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_h2_77o10d	h2_77o10d		60	60	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_h2_15p5a	h2_15p5a		2.2	2.2	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_ENOL	ENOL		60.3	60.3	CAPS	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_005G08	005G08	005G08_3,mt034a12,mtgsp_005g08,mth2-34a12	53.3	53.3	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_PESR1	PESR1		22.6	22.6	CAPS	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_001B04	001B04	001B04_3,mt005i15,mtgsp_001b04,mth2-5i15	0	0	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_002D10	002D10		55.5	55.5	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_AW126291	AW126291		29.9	29.9	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_005D09	005D09	005D09_3,mt016e16,mtgsp_005d09,mth2-16e16	61	61	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_MTIC35	MTIC35		68.6	68.6	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_001C04	001C04	001C04_3,mt005n03,mtgsp_001c04,mth2-5n3	18.9	18.9	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_003F06	003F06	003F06_F,mt013p06,mt_13p06,mtgsp_003f06,mtgsp_003f06(2)	18.9	18.9	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_h2_139m18a	h2_139m18a		50.4	50.4	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_AW329771	AW329771		30.3	30.3	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_008B05	008B05		65.5	65.5	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_h2_104a2	h2_104a2		64.7	64.7	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_005E07	005E07	005E07_2,mt034o21,mtgsp_005e07,mth2-34o21	62.5	62.5	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_002D08	002D08	002D08_M,b_024f05,h2_24f5b,mtgsp_002d08	58.4	58.4	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_UNK21	UNK21		60.3	60.3	CAPS	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_e1_45n16a	e1_45n16a		60	60	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_h2_90j2b	h2_90j2b		60.3	60.3	SSR	0
MtYoungUMinn2006_7	7	0	68.6	MtYoungUMinn2006_7_h2_49o4b	h2_49o4b		60	60	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_002B09	002B09	002B09_M,d_026j24,h2_26j24d,mtgsp_002b09	2.2	2.2	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_004B01	004B01		15.6	15.6	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_DK490L	DK490L	A611,pA611	12.7	12.7	CAPS	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_24f21b	h2_24f21b		-0.8	-0.8	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_170o9f	h2_170o9f		60	60	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_154b3d	h2_154b3d	008C07	0	0	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_001B10	001B10	mt031m06,mtgsp_001b10,mth2-31m6	0	0	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_005e03	005e03	mtgsp_005e03,mth2-34j5	60.6	60.6	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_001D10	001D10	001D10_1,mt032j21,mtgsp_001d10,mth2-32j21	12.7	12.7	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_32e10d	h2_32e10d		54.7	54.7	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_001G11	001G11		17.8	17.8	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_001C12	001C12	001C12_2,mt036b07,mtgsp_001c12,mth2-36b7	0	0	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_12a23d	h2_12a23d	d_012a23	56.1	56.1	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_e1_58h9a	e1_58h9a		0	0	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_003B08	003B08	003B08_F,mtgsp_003b08	0	0	CAPS	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_99d10d	h2_99d10d		39.1	39.1	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_43n2a	h2_43n2a		60.7	60.7	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_001H01	001H01	001H01_F,mt010d10,mt_10d10,mtgsp_001h01	59.9	59.9	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_22d10a	h2_22d10a		60.7	60.7	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_003G06	003G06	003G06_F,mt003g06,mt_003g06,mtgsp_003g06,mtgsp_003g06(2)	54.7	54.7	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_8c19d	h2_8c19d	d_008c19	42.6	42.6	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_7f10e	h2_7f10e		60.6	60.6	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_DK293R	DK293R	A748,pA748	49.2	49.2	CAPS	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_001E09	001E09	001E09_3,mt029b13,mtgsp_001e09,mth2-29b13	17.8	17.8	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_BE323614	BE323614		2.9	2.9	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_001D05	001D05	001D05_2,mt011n13,mtgsp_001d05,mth2-11n13	39.4	39.4	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_PFK	PFK		4.5	4.5	CAPS	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_77p14a	h2_77p14a		33.3	33.3	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_002B10	002B10		57.8	57.8	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_MTIC145	MTIC145		24.7	24.7	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_MTIC21	MTIC21		0	0	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_27d4d	h2_27d4d	006E01	28.4	28.4	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_004G06	004G06	004G06_F,mtgsp_004g06,mth2-17j18	59.9	59.9	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_12i20a	h2_12i20a		5.2	5.2	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_4g10a	h2_4g10a		24.6	24.6	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_7L17b	h2_7L17b	b_007l17	57.1	57.1	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_004A04	004A04		1.4	1.4	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_ACL	ACL		37.9	37.9	CAPS	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_DK445R	DK445R	K102,pK102	59.9	59.9	CAPS	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_8f9d	h2_8f9d	004C01	54.7	54.7	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_001F05	001F05		5.2	5.2	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_DK358L	DK358L	A363,pA363	60.6	60.6	CAPS	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_001G08	001G08	mt026n06,mtgsp_001g08,mth2-26n6	17.1	17.1	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_154m16c	h2_154m16c		1.5	1.5	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_31d24d	h2_31d24d		59.9	59.9	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_002G09	002G09		23	23	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_SAMS	SAMS		24.6	24.6	CAPS	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_29n15a	h2_29n15a		60.6	60.6	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_AAS	AAS		1.5	1.5	SNP	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_16c23b	h2_16c23b	b_016c23	1.5	1.5	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_178m20a	h2_178m20a		3	3	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_001A05	001A05	001A05_1,mt010i09,mtgsp_001a05,mth2-10i9	49.2	49.2	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_20b20e	h2_20b20e	006E08	3	3	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_006A03	006A03	006A03_3,mt022g06,mtgsp_006a03,mth2-22g6	60.6	60.6	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_74h3a	h2_74h3a		3	3	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_MTIC12	MTIC12		0	0	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_DK297L	DK297L	A656,pA656	17.8	17.8	CAPS	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_007B06	007B06		59.9	59.9	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_11o10c	h2_11o10c	006C10	12.8	12.8	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_ACCO	ACCO		5.2	5.2	CAPS	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_5f4b	h2_5f4b	b_005F04	24.5	24.5	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_128a17a	h2_128a17a		57.3	57.3	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_002H01	002H01	002H01_M,f_007k02,h2_7k2e,mtgsp_002h01	59.9	59.9	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_15e22d	h2_15e22d		16.4	16.4	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_RL13	RL13		1.5	1.5	CAPS	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_DK347L	DK347L	A063,pA063	59.9	59.9	CAPS	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_32i15a	h2_32i15a		1.5	1.5	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_8n1d	h2_8n1d		27.5	27.5	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_76a9c	h2_76a9c		60.6	60.6	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_001A03	001A03	001A03_F,mt063a17,mt_63a17,mtgsp_001a03	15.6	15.6	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_33I23R	33I23R	R_33I23R	17.8	17.8	CAPS	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_97e5a	h2_97e5a		12.7	12.7	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_14o23g	h2_14o23g	001D06	60.7	60.7	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_15a20a	h2_15a20a		0	0	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_001D03	001D03		37.9	37.9	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_003B05	003B05	003B05_1,mt008m03,mtgsp_003b05,mth2-8m3	6.4	6.4	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_005A08	005A08		60.6	60.6	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_58p10a	h2_58p10a		-0.8	-0.8	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_29f16a	h2_29f16a		3	3	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_13k15a	h2_13k15a		55.4	55.4	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_7g7a	h2_7g7a	a_007g07	59.9	59.9	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_17n24c	h2_17n24c		17.8	17.8	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_87i13c	h2_87i13c		27.9	27.9	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_005H12_3	005H12_3	mt017p16,mtgsp_005h12,mth2-17p16	3	3	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_001H11	001H11	001H11_M,f_035m08,h2_35m8f,mtgsp_001h11	49.2	49.2	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_DK497R	DK497R	A073,pA073	17.1	17.1	CAPS	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_15L17b	h2_15L17b	b_015L17	35.6	35.6	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_004C03	004C03	004C03_2,mt031c16,mtgsp_004c03,mth2-31c16	37.9	37.9	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_DK407L	DK407L	A086,pA086	0	0	CAPS	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_002A06	002A06		1.5	1.5	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_006A07	006A07	006A07_M,c_012p22,h2_12p22c,mtgsp_006a07	5.9	5.9	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_002B06	002B06	002B06_M,d_015k14,h2_15k14d,mtgsp_002b06	57.8	57.8	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_1N1R	1N1R		0	0	CAPS	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_33b11a	h2_33b11a		5.2	5.2	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_005G07	005G07	005G07_M,b_016b22,h2_16b22b,mtgsp_005g07	65.3	65.3	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_RBBP	RBBP		17.8	17.8	CAPS	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_9e24f	h2_9e24f		3	3	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_002G06	002G06	002G06_H,mtgsp_002g06	60.6	60.6	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_005F07	005F07		60.6	60.6	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_34L18f	h2_34L18f		58.6	58.6	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_11f14e	h2_11f14e		0	0	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_12c11g	h2_12c11g	005G06	27.4	27.4	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_004F10	004F10	004F10_F,mt004f10,mt_004f10,mtgsp_004f10,mtgsp_004f10(2)	36.2	36.2	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_TGFRIP	TGFRIP		57.8	57.8	SNP	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_83p17a	h2_83p17a		59.6	59.6	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_001H06	001H06	001H06_F,mtgsp_001h06	66.2	66.2	CAPS	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_77a17a	h2_77a17a		47.9	47.9	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_H2_10P14_fr1	H2_10P14_fr1		56.9	56.9	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_PGKI	PGKI		39.4	39.4	CAPS	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_DK238R	DK238R	A315,pA315	15.6	15.6	CAPS	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_e1_11g7a	e1_11g7a		17.8	17.8	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_h2_138b11a	h2_138b11a		49.2	49.2	SSR	0
MtYoungUMinn2006_2	2	-2.7	66.2	MtYoungUMinn2006_2_EST392410	EST392410		-2.7	-2.7	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_004F03	004F03	004F03_F,mtgsp_004f03,mtgsp_004f03(2)	26.6	26.6	CAPS	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_EST758	EST758		50.9	50.9	CAPS	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_003G04	003G04	003G04_F,mt015i12,mt_15i12,mtgsp_003g04,mtgsp_003g04(2)	60.4	60.4	SSR	0
