# this is a legfed-expression file, modified slightly from normalizeddata.txt from PvGEA
#
# 1. source name, PMID, geo, bioProject, sra
Phaseolus vulgaris Gene Expression Atlas	25283805		PRJNA210619	SRP046307
# 2. URL
http://plantgrn.noble.org/PvGEA/
# 3. description
Phaseolus vulgaris L., or common bean, is an important source of proteins, micronutrients and calories for over three hundred million people worldwide. The high levels of dietary protein in bean seeds (between 20 and 25%) and micronutrients complement the high carbohydrates found in maize and cassava (Broughton et al., 2003). In addition to their important contribution to human health, legumes are also important contributors to biological Nitrogen (N), contributing approximately 21 million metric tons of N into agricultural lands each year (Herridge et al., 2008) . Despite the international importance of common bean, both in terms of economics and consumption, genetic resources for this species have been lacking. This atlas presents the gene expression patterns of 24 unique samples collected from seven distinct tissues of Phaseolus vulgaris cv. negro jamapa; roots, nodules, leaves, stems, flowers, seeds, and pods. Samples were collected at developmentally important time-points spanning the processes of symbiosis, seed and pod development. Plants were either provided with nutrients via fertilizer or inoculated with either effective or ineffective rhizobium. Plants inoculated with ineffective rhizobium formed nodules, but did not fix N2, resulting in N deficient plants.
# 4. expression unit
RPKM
# 5. number of samples
24
# 6. Sample number, name and description in same order as the columns (adjusted from buggy version on site)
1	FY	Young flowers, collected prior to floral emergence
2	LF	Leaf tissue from fertilized plants collected at the same time of LE and LI
3	L5	Leaf tissue collected 5 days after plants were inoculated with effective rhizoubium
4	LE	Leaf tissue collected 21 days after plants were inoculated with effective rhizobium
5	LI	Leaf tissue collected 21 days after plants were inoculated with ineffective rhizobium
6	N5	Pre-fixing (effective) nodules collected 5 days after inoculation
7	NE	Effectively fixing nodules collected 21 days after inoculation
8	NI	Ineffectively fixing nodules collected 21 days after inoculation
9	P1	Pods between 10 and 11 cm long, associated with stage 1 seeds (pod only)
10	P2	Pods between 12 and 13 cm long associated with stage 2 seeds (pod only)
11	PH	Pods approximately 9cm long, associated with seeds at heart stage (pod only)
12	PY	Young pods, collected 1 to 4 days after floral senescence. Samples contain developing embryos at globular stage
13	RF	Whole roots from fertilized plants collected at the same time as RE and RI
14	R5	Whole roots separated from 5 day old pre-fixing nodules
15	RE	Whole roots separated from fix+ nodules collected 21 days after inoculation
16	RI	Whole roots separated from fix- nodules collected 21 days after inoculation
17	RT	Root tips, 0.5 cm of tissue, collected from fertilized plants at 2nd trifoliate stage of development
18	S1	Stage 1 seeds, between 6 and 7 mm across and approximately 50 mg	
19	S2	Stage 2 seeds, between 8 and 10 mm across and between 140 and 150 mg
20	SH	Heart stage seeds, between 3 and 4 mm across and approximately 7 mg
21	ST	Shoot tip, including the apical meristem, collected at the 2nd trifoliate stage
22	YL	Fully expanded 2nd trifoliate leaf tissue from plants provided with fertilizer
23	YR	Whole roots, including root tips, collected at the 2nd trifoliate stage of development
24	YS	All stem internodes above the cotyledon collected at the 2nd trifoliate stage
# 7. expression data
#GeneID	PVFY	PVL	PVL5	PVLE	PVLI	PVN5	PVNE	PVNI	PVP1	PVP2	PVPH	PVPY	PVR	PVR5	PVRE	PVRI	PVRT	PVS1	PVS2	PVSH	PVST	PVYL	PVYR	PVYS
Phvul.001G162100.1	205	65	139	77	249	544	171	178	69	128	221	70	341	307	306	261	507	393	215	366	451	295	212	216
Phvul.001G162200.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.001G162300.1	29	14	24	14	28	80	47	59	17	26	34	13	65	57	58	61	55	25	16	34	53	27	59	47
Phvul.001G162400.1	25	12	20	11	89	39	60	92	23	49	25	5	72	56	71	89	32	22	21	33	34	22	96	50
Phvul.001G162500.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.001G162600.1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	2	1	1	1
Phvul.001G162700.1	6	1	4	1	4	2	17	14	8	15	8	1	7	5	10	9	3	1	4	6	2	2	4	3
Phvul.001G162800.1	5	2	65	2	5	4	1	32	2	10	2	1	6	4	4	6	6	3	3	15	9	21	6	4
Phvul.001G162900.1	1	0	1	1	1	1	0	0	2	4	5	0	0	1	0	0	1	4	5	4	1	1	0	0
Phvul.001G163000.1	6	5	4	3	10	6	34	13	4	7	12	1	11	7	9	9	3	3	3	4	5	5	4	6
Phvul.001G163100.1	25	8	23	8	11	38	33	19	12	23	29	8	29	22	29	29	32	27	18	25	53	28	21	39
Phvul.001G163200.1	4	1	3	2	3	1	3	9	2	4	1	1	3	1	2	4	1	1	1	2	3	1	2	1
Phvul.001G163200.2	4	1	3	2	3	2	3	9	2	4	1	1	3	2	2	4	1	1	1	2	3	1	2	1
Phvul.001G163200.3	3	1	2	1	2	1	2	8	2	3	1	1	3	1	2	3	1	1	0	2	2	1	1	1
Phvul.001G163200.4	3	1	2	1	2	1	2	8	2	3	1	1	3	1	2	3	1	1	0	2	2	1	1	1
Phvul.001G163200.5	4	1	3	1	2	1	2	9	2	3	1	1	3	1	2	4	1	1	1	2	3	1	2	1
Phvul.001G163200.6	4	1	2	1	2	1	2	9	2	4	1	1	3	1	2	3	1	1	1	2	3	1	2	1
Phvul.001G163200.7	3	1	2	1	2	1	2	8	2	3	1	1	2	1	2	3	1	1	0	2	2	1	1	1
Phvul.001G163200.8	3	1	2	1	2	1	2	7	1	3	1	1	2	1	2	3	1	1	0	2	2	1	1	1
Phvul.001G163300.1	6	5	3	4	23	8	11	27	6	11	4	3	12	7	10	12	11	10	6	9	12	6	4	8
Phvul.001G163300.2	7	5	4	4	24	9	11	28	6	12	5	3	13	8	10	12	11	11	6	9	13	6	4	9
Phvul.001G163400.1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	12	0	0	0	0	0
Phvul.001G163500.1	0	0	0	0	0	0	0	0	0	0	0	0	5	3	3	3	0	0	0	0	0	0	1	0
Phvul.001G163500.2	0	0	0	0	0	1	0	0	0	0	0	0	6	3	3	4	0	0	0	0	0	0	1	0
Phvul.001G163500.3	0	0	0	0	0	1	0	0	0	0	0	0	5	3	3	4	0	0	0	0	0	0	1	0
Phvul.001G163600.1	20	2	6	2	0	31	3	2	0	0	8	9	18	20	14	15	39	11	6	38	57	17	18	23
Phvul.001G163700.1	1	0	1	0	2	1	0	3	0	1	0	0	1	2	2	3	0	0	0	0	1	1	1	1
Phvul.001G163800.1	0	0	0	0	1	1	0	1	0	0	0	0	2	2	1	2	0	0	0	0	0	0	1	0
Phvul.001G163900.1	11	9	11	7	15	16	26	26	9	15	10	5	15	10	15	20	8	10	7	14	15	11	11	12
Phvul.001G163900.2	11	9	11	7	16	16	26	26	9	15	10	5	15	10	16	21	8	10	7	14	15	11	11	12
Phvul.001G164000.1	9	7	12	4	0	3	2	1	3	5	19	6	32	28	10	8	8	2	1	12	19	17	10	36
Phvul.001G164100.1	2	0	0	0	0	0	0	0	0	0	1	0	2	2	1	1	1	0	0	0	0	1	1	10
Phvul.001G164200.1	587	276	572	382	608	1537	337	556	323	496	807	247	1064	1096	790	639	1490	1628	977	1185	1175	995	525	863
Phvul.001G164300.1	7	1	4	1	3	5	4	6	3	4	6	2	4	2	4	5	4	7	4	7	10	4	2	5
Phvul.001G164400.1	12	3	22	4	1	8	5	4	11	10	28	5	6	8	6	6	7	26	30	16	27	16	5	13
Phvul.001G164500.1	32	16	41	18	33	28	31	71	18	38	33	12	43	38	42	54	60	36	20	32	73	43	46	49
Phvul.001G164600.1	48	22	62	28	50	61	30	71	31	53	64	24	100	76	73	73	138	103	67	73	114	71	59	88
Phvul.001G164700.1	66	200	341	142	275	142	79	34	14	30	41	16	65	66	70	68	96	47	31	27	122	222	94	76
Phvul.001G164700.2	65	197	338	140	272	141	79	34	14	30	41	16	65	65	69	68	95	47	31	27	121	218	93	76
Phvul.001G164800.1	3	2	7	2	5	8	5	6	2	3	5	1	6	5	6	6	5	3	3	5	6	7	5	6
Phvul.001G164900.1	2	1	7	3	16	10	1	17	0	1	1	0	4	5	9	19	2	0	0	0	2	3	10	5
Phvul.001G165000.1	3	1	3	2	4	8	2	5	1	1	4	1	5	8	7	12	6	2	1	2	3	4	3	2
Phvul.001G165100.1	0	0	0	0	0	3	0	0	0	0	0	0	17	8	5	3	7	0	0	0	1	0	2	0
Phvul.001G165200.1	0	88	9	100	11	0	0	0	0	0	0	0	5	4	3	1	4	4	3	0	0	9	1	0
Phvul.001G165300.1	8	4	15	7	4	13	2	3	3	5	11	2	17	13	7	6	15	4	4	6	9	12	6	7
Phvul.001G165400.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.001G165500.1	7	1	3	1	1	4	3	5	4	5	7	3	6	3	5	5	5	13	13	9	13	3	4	4
Phvul.001G165600.1	2	16	16	18	17	1	2	6	2	1	4	2	1	1	2	7	2	2	1	3	6	14	1	3
Phvul.001G165700.1	0	0	0	0	0	6	4	0	0	0	0	0	1	1	3	2	7	0	0	1	0	0	63	3
Phvul.001G165800.1	0	1	0	0	0	6	1	1	0	0	0	0	11	14	14	11	5	0	0	0	1	0	10	0
Phvul.001G165900.1	0	1	0	0	0	3	1	1	0	0	0	0	5	7	7	6	3	0	0	0	1	0	6	0
Phvul.001G166000.1	0	1	0	0	0	2	0	0	0	0	0	0	3	4	4	3	1	0	0	0	1	0	4	0
Phvul.001G166100.1	0	1	1	0	0	3	0	0	0	0	0	0	5	8	6	6	3	0	0	0	1	0	4	0
Phvul.001G166200.1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0
Phvul.001G166200.2	0	1	1	1	1	2	0	1	0	0	1	0	1	2	2	2	1	0	0	0	1	0	2	0
Phvul.001G166200.3	0	1	1	0	1	1	0	1	0	0	1	0	1	2	1	1	1	0	0	0	1	0	1	0
Phvul.001G166200.4	0	1	1	0	1	1	0	1	0	0	1	0	1	2	1	1	1	0	0	0	1	0	2	0
Phvul.001G166300.1	0	1	1	0	0	2	0	0	0	0	0	0	3	4	4	3	1	0	0	0	1	1	4	0
Phvul.001G166400.1	0	1	1	0	0	2	0	0	0	0	0	0	3	4	4	3	1	0	0	0	1	0	4	0
Phvul.001G166500.1	0	0	0	0	0	0	1	0	0	0	0	0	16	19	53	22	0	0	0	0	1	0	19	0
Phvul.001G166600.1	16	5	9	8	13	19	16	21	8	13	13	4	24	18	22	19	30	22	18	23	19	14	24	13
Phvul.001G166700.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.001G166800.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.001G166900.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.001G167000.1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	1	1	3	0	0	1	0
Phvul.001G167000.2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	1	1	3	0	0	1	0
Phvul.001G167100.1	114	53	58	80	111	168	55	62	60	67	241	43	161	200	148	100	242	564	382	315	179	61	95	111
Phvul.001G167100.2	117	54	60	81	114	173	56	63	61	69	247	44	165	205	152	103	247	576	392	322	183	63	98	114
Phvul.001G167200.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	17	11	1	0	0	0	0
Phvul.001G167300.1	4	1	17	2	1	7	5	1	0	2	1	0	6	17	21	16	18	1	1	3	35	18	54	17
Phvul.001G167400.1	34	18	32	16	53	30	26	65	23	48	40	10	59	44	50	52	40	35	29	39	41	25	52	39
Phvul.001G167400.2	35	18	33	17	54	30	27	67	23	49	41	10	60	44	50	53	41	35	30	39	42	25	52	40
Phvul.001G167400.3	35	19	33	17	54	30	27	67	23	49	41	10	60	44	50	53	41	35	30	39	42	25	52	40
Phvul.001G167500.1	26	24	25	18	33	59	24	31	11	19	30	13	46	35	43	39	55	46	30	52	40	54	31	32
Phvul.001G167600.1	8	6	10	5	14	9	7	21	5	11	10	3	10	10	14	15	20	7	6	9	16	17	22	14
Phvul.001G167700.1	16	4	12	7	7	14	4	8	4	7	16	5	12	12	11	13	23	10	7	15	35	20	7	17
Phvul.001G167800.1	3	2	3	2	1	19	21	13	1	4	6	1	9	7	9	12	7	1	1	3	6	4	8	6
Phvul.001G167900.1	4	4	4	4	1	5	2	3	3	2	7	3	6	4	6	5	10	1	1	4	10	7	5	7
Phvul.001G168000.1	4	0	1	0	0	26	2	2	0	0	0	0	10	53	83	47	21	0	0	0	1	0	32	0
Phvul.001G168100.1	40	25	34	27	45	51	18	58	16	26	54	12	55	41	52	60	76	21	19	39	69	46	56	47
Phvul.001G168200.1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	2	107	0	0	0	0
Phvul.001G168300.1	2	3	2	2	4	2	2	4	2	2	2	1	3	2	3	3	2	2	1	2	3	2	1	2
Phvul.001G168400.1	8	4	7	6	8	6	4	10	9	10	11	4	11	11	12	14	11	8	6	10	14	9	9	16
Phvul.001G168500.1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Phvul.001G168600.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.001G168700.1	5	4	17	5	14	0	0	0	1	4	2	1	1	1	1	0	1	0	0	3	5	11	2	6
Phvul.001G168700.2	5	4	17	4	14	0	0	0	1	4	2	1	1	1	1	0	1	0	0	3	5	11	2	6
Phvul.001G168800.1	53	25	37	23	90	111	67	99	31	66	59	14	105	99	88	76	112	67	59	81	75	48	81	65
Phvul.001G168900.1	689	136	3475	385	40	1	2	0	2	0	0	214	1	1	1	1	2	25	30	37	4246	4271	1	100
Phvul.001G169000.1	172	32	70	32	215	408	55	112	38	124	184	107	409	399	212	187	598	147	93	207	429	216	182	225
Phvul.001G169100.1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.001G169200.1	131	24	59	20	20	186	19	21	7	10	77	35	84	95	101	70	245	108	35	250	312	274	94	54
Phvul.001G169300.1	8	0	0	0	0	0	0	5	0	0	0	0	1	0	1	1	1	1	1	12	0	0	1	1
Phvul.001G169400.1	48	19	55	19	41	60	53	65	29	65	74	15	88	90	84	94	85	27	23	44	71	38	89	100
Phvul.001G169400.2	47	19	55	19	41	59	52	65	28	64	73	15	87	89	83	93	84	27	22	43	71	38	88	99
Phvul.001G169500.1	5	17	60	11	29	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	54	20	0	0
Phvul.001G169600.1	5	3	7	3	7	15	14	12	5	9	10	3	14	13	16	15	20	12	8	14	11	7	17	12
Phvul.001G169700.1	0	0	0	0	1	1	1	2	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	0
Phvul.001G169800.1	19	24	40	21	58	42	41	180	23	31	38	7	90	93	87	125	49	9	8	14	41	26	31	46
Phvul.001G169900.1	70	23	44	41	72	126	44	70	30	49	80	33	110	58	93	86	181	111	53	113	149	99	82	97
Phvul.001G170000.1	24	10	19	11	33	73	15	20	3	9	13	8	45	34	30	25	67	28	12	38	36	33	26	19
Phvul.001G170100.1	49	30	46	26	50	69	39	97	44	78	73	12	79	79	67	89	74	24	22	45	94	68	80	64
Phvul.001G170100.2	88	65	83	47	88	128	78	178	81	145	138	23	154	146	139	169	131	54	45	89	169	133	142	116
Phvul.001G170100.3	86	64	83	47	88	127	77	177	80	144	137	23	153	144	138	167	130	54	45	88	168	132	141	115
Phvul.001G170200.1	14	4	10	5	29	42	13	15	7	13	12	5	16	16	12	15	27	32	25	28	23	15	13	18
Phvul.001G170300.1	97	44	41	23	85	17	111	73	105	243	188	23	58	44	46	55	40	57	55	117	76	31	43	106
Phvul.001G170300.2	95	44	40	23	84	16	109	73	103	240	186	23	57	44	45	55	40	56	55	115	75	30	43	103
Phvul.001G170400.1	14	3	3	2	1	4	1	25	17	60	33	1	29	32	16	23	1	0	0	1	14	3	14	41
Phvul.001G170500.1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	2	2	0	0	0	1	0	1	1	0
Phvul.001G170500.2	0	0	1	0	0	0	0	1	0	0	0	0	1	1	2	2	0	0	0	1	0	1	1	0
Phvul.001G170600.1	63	61	78	81	104	101	146	93	53	143	91	13	69	82	73	92	58	127	120	126	93	74	102	119
Phvul.001G170700.1	2	1	1	2	4	0	1	1	1	1	5	1	0	0	0	1	0	0	0	0	1	1	0	2
Phvul.001G170700.2	2	1	1	2	4	0	1	1	1	1	5	1	1	0	0	1	0	0	0	0	1	1	0	2
Phvul.001G170800.1	0	0	125	23	39	69	38	56	2	13	5	0	2	136	96	207	26	0	0	0	34	36	84	39
Phvul.001G170900.1	100	83	91	82	139	197	99	126	82	126	135	30	179	176	141	128	164	161	153	145	158	126	122	125
Phvul.001G171000.1	0	0	0	0	0	5	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1
Phvul.001G171100.1	4	0	5	0	2	285	503	654	32	45	38	2	292	161	227	368	41	126	147	15	9	1	63	10
Phvul.001G171200.1	39	28	27	50	83	45	12	22	15	31	35	22	23	25	22	24	44	51	30	42	83	83	16	39
Phvul.001G171300.1	2	2	5	3	1	2	0	1	1	1	2	1	1	0	1	1	0	3	3	2	4	3	0	3
Phvul.001G171400.1	8	5	5	5	8	1	1	2	2	6	6	1	4	4	3	4	2	2	2	1	7	6	4	11
Phvul.001G171500.1	2	2	5	1	19	1	1	5	1	3	1	0	1	2	1	2	0	1	1	1	3	2	1	3
Phvul.001G171600.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.001G171700.1	2	2	18	6	29	15	17	59	4	10	2	1	6	12	34	64	5	1	0	2	10	22	19	23
Phvul.001G171800.1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	6	7	2	1	1	1	1
Phvul.001G171900.1	7	3	8	3	8	7	5	13	3	6	6	2	9	7	9	9	7	4	3	6	10	9	12	9
Phvul.001G172000.1	24	11	23	10	3	32	6	5	20	29	62	11	57	70	31	15	75	46	53	43	39	23	23	50
Phvul.001G172100.1	3	4	6	2	6	1	0	0	0	1	1	0	5	6	2	3	2	1	1	3	6	4	2	9
Phvul.001G172200.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.001G172300.1	64	24	41	29	54	143	101	114	32	61	78	23	133	112	106	106	143	28	24	74	97	67	72	81
Phvul.001G172400.1	0	0	0	0	1	8	1	12	0	0	0	0	6	15	3	8	0	0	0	0	0	0	3	0
Phvul.001G172500.1	1	2	2	1	1	2	1	1	1	2	2	1	3	2	2	2	2	2	1	2	3	3	1	2
Phvul.001G172600.1	211	109	251	118	308	246	201	400	109	287	217	62	337	276	304	320	307	257	200	269	356	212	305	259
Phvul.001G172600.2	200	105	243	113	294	236	192	383	105	276	207	59	322	264	290	306	293	246	190	256	339	203	290	247
Phvul.001G172700.1	81	42	76	50	109	100	72	142	40	106	84	22	126	87	112	109	129	101	80	113	131	70	112	82
Phvul.001G172800.1	4	8	7	13	14	7	9	31	11	13	12	2	16	13	18	22	6	4	3	6	7	7	19	11
Phvul.001G172900.1	13	24	10	36	22	14	29	13	17	27	36	2	26	43	58	26	74	12	11	7	12	9	69	15
Phvul.001G173000.1	19	4	13	7	23	39	21	47	8	30	20	5	23	21	26	33	34	18	19	37	36	23	32	33
Phvul.001G173100.1	6	4	4	4	15	1	1	2	1	3	6	0	2	2	6	3	6	3	2	1	4	4	11	4
Phvul.001G173200.1	132	59	103	59	140	149	85	203	44	91	136	57	149	113	177	193	146	111	79	183	218	126	148	131
Phvul.001G173300.1	0	0	1	0	1	4	4	4	0	0	0	0	33	12	70	14	11	1	0	11	1	0	55	0
Phvul.001G173400.1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Phvul.001G173500.1	76	109	44	24	59	37	41	86	39	83	105	18	85	69	44	38	74	43	56	146	42	64	68	89
Phvul.001G173600.1	7	4	7	3	6	20	9	16	4	12	11	3	26	27	23	20	17	5	4	10	10	5	21	22
Phvul.001G173700.1	42	3	5	3	6	1	0	0	5	11	16	7	4	1	2	1	7	21	9	80	12	5	1	5
Phvul.001G173700.2	42	3	5	3	6	1	0	0	5	11	16	7	4	1	2	1	7	21	9	80	12	5	1	5
Phvul.001G173800.1	20	14	31	16	28	61	25	35	9	14	25	8	51	44	43	46	49	13	12	24	26	28	54	37
Phvul.001G173900.1	25	154	101	113	122	0	0	1	16	53	41	5	0	0	0	2	0	0	0	2	11	90	0	14
Phvul.001G174000.1	4	16	12	19	4	1	2	3	2	3	3	2	2	1	2	2	2	2	1	3	5	17	1	3
Phvul.001G174000.2	5	22	17	25	5	1	2	5	3	4	4	3	2	1	2	2	2	3	2	3	7	23	2	4
Phvul.001G174100.1	12	103	34	72	33	0	0	0	2	16	18	2	0	0	0	0	0	3	1	7	6	32	0	3
Phvul.001G174200.1	2	11	11	11	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	6	0	1
Phvul.001G174300.1	81	22	65	43	67	228	35	45	45	77	114	41	142	146	115	72	268	234	160	181	202	165	73	130
Phvul.001G174400.1	15	2	3	1	6	1	2	7	11	25	22	3	6	3	3	7	1	12	8	17	20	1	2	21
Phvul.001G174500.1	3	1	1	1	2	2	1	3	2	3	5	2	5	4	5	4	2	1	1	2	6	2	2	6
Phvul.001G174600.1	22	4	9	5	24	14	25	49	9	30	26	4	19	23	17	21	14	26	22	48	22	9	15	14
Phvul.001G174600.2	34	6	13	7	39	21	34	70	12	40	39	6	29	38	27	32	23	42	34	67	35	18	23	21
Phvul.001G174700.1	2	0	1	0	0	3	0	2	1	1	1	1	3	2	2	2	4	1	1	2	5	1	2	2
Phvul.001G174800.1	3	0	1	1	0	11	1	2	0	0	2	1	4	4	5	4	8	4	2	7	7	3	3	3
Phvul.001G174900.1	237	88	229	144	221	888	115	170	122	146	290	130	551	544	431	301	1031	778	445	494	565	480	309	340
Phvul.001G175000.1	265	101	254	167	223	989	128	180	136	155	331	153	605	598	484	343	1172	909	524	568	643	558	353	385
Phvul.001G175100.1	41	19	28	18	26	40	8	25	38	83	63	14	80	74	56	49	78	39	31	109	50	35	53	60
Phvul.001G175200.1	1	1	2	1	1	2	1	0	9	7	1	0	7	7	6	6	1	1	0	1	4	1	6	24
Phvul.001G175300.1	4	2	5	4	7	9	3	8	2	4	3	1	6	3	5	6	9	4	2	6	10	6	4	5
Phvul.001G175400.1	4	4	2	3	11	1	0	1	1	6	1	1	1	1	1	1	1	4	4	7	4	1	0	4
Phvul.001G175500.1	57	53	68	39	72	66	74	101	34	74	87	9	82	92	84	92	78	43	42	53	73	73	98	85
Phvul.001G175600.1	18	8	19	12	24	29	21	37	11	18	21	9	31	19	21	27	35	32	12	36	38	29	15	28
Phvul.001G175700.1	82	58	45	29	80	232	108	120	37	56	116	29	217	202	275	152	220	257	110	149	142	120	102	123
Phvul.001G175800.1	1	7	5	7	12	0	0	1	1	1	3	0	3	3	2	2	0	1	1	0	4	5	1	5
Phvul.001G175900.1	0	1	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.001G175900.2	0	1	0	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.001G176000.1	16	16	21	13	31	19	17	48	15	35	16	5	30	24	33	40	12	19	17	19	22	17	32	25
Phvul.001G176100.1	0	0	0	0	0	0	0	6	0	0	0	0	7	8	6	15	0	0	0	0	0	0	0	0
Phvul.001G176200.1	3	1	1	0	2	5	1	4	0	0	0	0	10	7	5	8	4	1	0	0	2	0	2	2
Phvul.001G176300.1	10	3	4	2	7	20	10	7	3	4	8	4	15	10	9	7	19	28	38	25	11	4	9	7
Phvul.001G176400.1	21	17	17	13	26	21	5	3	38	62	52	2	86	151	66	59	7	28	24	4	73	42	79	434
Phvul.001G176500.1	31	10	26	11	37	47	37	61	14	35	32	6	57	39	46	46	45	44	35	43	41	25	49	39
Phvul.001G176600.1	61	19	26	26	24	9	6	8	81	123	137	7	66	45	25	17	54	93	110	37	49	19	17	56
Phvul.001G176700.1	23	13	16	12	35	51	63	58	27	58	38	4	59	59	39	45	36	24	22	43	33	18	43	64
Phvul.001G176800.1	2	1	11	1	8	2	3	12	0	2	1	0	6	4	7	10	3	0	0	0	4	6	13	7
Phvul.001G176900.1	4	1	1	1	2	9	20	5	4	4	6	1	5	5	8	6	2	11	11	20	3	2	4	6
Phvul.001G177000.1	62	0	2	0	0	0	0	0	1	0	29	5	0	0	4	0	0	115	190	82	1	1	0	2
Phvul.001G177100.1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Phvul.001G177200.1	0	0	5	0	1	129	123	69	1	1	1	0	9	18	18	16	11	0	0	0	3	2	43	4
Phvul.001G177300.1	41	36	45	33	34	101	19	19	17	27	53	21	45	56	45	44	83	61	37	68	67	89	39	40
Phvul.001G177400.1	18	3	6	2	2	1	0	1	1	0	4	4	3	3	4	4	3	0	0	1	25	11	4	8
Phvul.001G177500.1	12	3	6	4	4	10	5	14	17	23	18	3	12	11	10	12	14	5	6	10	17	7	9	11
Phvul.001G177600.1	11	10	13	15	47	5	12	84	18	65	12	1	13	16	18	24	9	3	4	5	12	8	19	18
Phvul.001G177700.1	10	4	25	8	156	110	50	223	5	15	5	2	71	163	257	274	54	36	22	102	15	19	144	64
Phvul.001G177800.1	13	5	28	10	249	132	59	281	7	23	8	2	98	220	298	319	71	36	21	93	20	22	181	76
Phvul.001G177900.1	3	0	1	0	0	0	0	1	3	4	4	1	3	2	3	4	2	1	1	4	6	0	2	2
Phvul.001G177900.2	3	0	1	0	0	0	0	1	3	4	4	1	3	2	3	4	2	1	1	4	6	0	2	2
Phvul.001G178000.1	3	0	0	0	0	6	0	0	0	0	0	0	6	3	2	1	7	33	18	12	1	0	2	0
Phvul.001G178100.1	32	16	32	16	43	30	20	43	19	55	39	7	37	35	31	38	27	29	28	35	39	30	32	35
Phvul.001G178200.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Phvul.001G178300.1	11	7	9	11	12	15	5	10	10	8	11	5	9	11	9	9	17	18	10	13	25	14	7	11
Phvul.001G178400.1	3	2	5	3	6	5	5	21	2	3	2	1	4	3	6	14	5	4	3	1	7	6	5	8
Phvul.001G178400.2	3	2	5	2	6	5	5	20	2	3	2	1	4	3	5	13	5	4	3	1	7	6	5	8
Phvul.001G178500.1	4	1	3	2	5	5	4	13	7	11	8	2	5	5	14	14	16	4	2	6	12	4	12	10
Phvul.001G178600.1	6	10	15	13	15	3	3	8	2	4	4	2	4	3	5	6	4	3	2	6	8	13	4	4
Phvul.001G178700.1	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
Phvul.001G178800.1	68	49	79	39	102	169	86	117	57	107	153	19	172	152	132	117	184	105	100	141	130	89	112	119
Phvul.001G178900.1	0	0	13	2	0	11	1	0	1	0	16	0	2	19	6	4	13	0	0	1	4	8	4	2
Phvul.001G179000.1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Phvul.001G179100.1	19	3	2	3	3	19	88	6	7	8	29	3	15	12	19	13	20	10	7	16	41	7	12	16
Phvul.001G179200.1	12	33	22	28	12	9	6	8	8	9	16	5	8	7	8	7	8	7	6	14	18	30	4	10
Phvul.001G179200.2	13	35	22	30	13	9	7	8	8	10	17	5	8	8	8	7	8	8	6	15	19	31	5	11
Phvul.001G179300.1	24	5	6	4	2	14	4	9	17	15	42	8	27	20	19	18	16	6	4	25	16	7	7	28
